2025-12-04 19:57:21,5.9.176.18:25565,0,20,1.21.1,167.93,Always Love!
2025-12-04 19:57:25,5.9.67.189:25565,0,20,Paper 1.21.8,169.06,A Minecraft Server
2025-12-04 19:57:34,147.135.41.132:25565,1,20,1.19.2,595.93,A Minecraft Server
2025-12-04 19:59:21,116.202.194.126:25565,1,20,Paper 1.21.10,181.23,$ Community Server $
2025-12-04 19:59:29,51.210.255.56:25565,0,20,1.20.1,324.99,Better MC [FORGE] 1.20.1
2025-12-04 20:05:13,54.39.130.233:25565,0,20,Paper 1.21.10,550.41,A Minecraft Server
2025-12-04 20:07:13,78.46.251.172:25565,0,20,Paper 1.21.10,172.05,Yurrr
2025-12-04 20:07:15,138.201.103.218:25565,0,1,MasterProxy,191.01,-----||| » GravitySky « |||-----        ᴀᴜᴛᴏᴍᴀᴛɪᴏɴ ꜰᴀᴄᴛᴏʀʏ ᴀᴅᴠᴇɴᴛᴜʀᴇ
2025-12-04 20:07:27,51.222.127.229:25565,0,10,1.20.1,462.58,A Minecraft Server
2025-12-04 20:11:27,78.46.192.169:25565,0,20,Velocity 1.7.2-1.21.1,168.13,Yggdrasil Minecraft Hub
2025-12-04 20:11:27,88.99.213.238:25565,0,20,1.20.1,342.95,XXX ⇒Cei mai bastani smrdtm!!!✈  XXX
2025-12-04 20:14:00,147.135.63.227:25565,0,69,1.21.1,294.15,A Cobblemon Academy Server
2025-12-04 20:15:21,64.225.245.203:25565,0,20,Paper 1.21.10,299.19,Minecraft Server
2025-12-04 20:15:26,78.46.163.68:25565,0,20,1.21.4,166.68,Welcome to 1x37.win Server!!!
2025-12-04 20:17:27,116.202.197.187:25565,1,20,1.21.1,185.92,All the Mods 10
2025-12-04 21:40:21,88.99.210.221:25565,0,20,1.21.1,171.87,All the Mods 10
2025-12-04 21:40:22,164.132.203.160:25565,0,20,1.21.1,150.1,A Minecraft Server
2025-12-04 21:42:27,116.202.234.153:25565,0,20,1.19.3,167.74,A Vanilla Minecraft Server powered by Docker
2025-12-04 21:42:33,51.210.223.137:25565,0,20,1.21.1,167.5,All the Mods 10
2025-12-04 21:42:35,88.99.4.186:25565,1,99999,1.21.8,172.63,Ich hoffe es ist nach 12...
2025-12-04 21:44:32,116.202.165.226:25565,0,100,BungeeCord 1.8.x-1.20.x,371.84,[Survival 1.20.x NOW!] [Amplified 1.12] [AlmostVanilla] [FreeBuild] [Protections] [CreativePlots] [PvP]
2025-12-04 21:44:33,116.202.109.174:25565,0,10,1.20.1,350.04,Heppie’s Paradijs 🐾 Blaf & Bouw met Heppie 🐶
2025-12-04 21:44:35,88.99.29.107:25565,0,20,1.21.10,394.09,ed
2025-12-04 21:46:30,64.225.245.225:25565,0,100,1.21,302.19,KinderVerse
2025-12-04 21:48:27,45.32.131.213:25565,0,20,1.21.10,403.3,Auggie Minecraft Server
2025-12-04 21:48:28,78.46.41.83:25565,0,20,Paper 1.21.10,171.6,BeTurtle Is Nerd
2025-12-04 21:48:31,88.99.250.229:25565,0,20,Spigot 1.21.4,177.59,A Minecraft Server
2025-12-04 21:50:31,138.201.50.237:25565,1,1000,Unknown,187.26,craftcityrp.pl              Nowy wymiar roleplayu!
2025-12-04 21:50:33,116.202.221.18:25565,3,120,BungeeCord 1.8.x-1.21.x,183.1,CultCraft.de - Freebuildserver - [1.21.8] Freebuild ~ Städte ~ PvP ~ Creative ~ Events
2025-12-04 21:50:34,88.99.216.162:25565,0,-1,Velocity 1.7.2-1.21.7,171.31,A Velocity Server
2025-12-04 21:50:36,147.135.43.110:25565,0,20,1.20.1,607.75,Modded do be Modding
2025-12-04 21:52:28,51.222.41.107:25565,0,2147483647,ZenithProxy,476.02,[Social_Credit] - In Queue [518 / 567] - ETA [16:24:12]  Online for: [00:52:50]
2025-12-04 21:52:29,64.225.244.107:25565,0,20,Paper 1.21.10,297.91,Minecraft Server
2025-12-04 21:54:32,45.32.166.187:25565,0,20,1.19.4,260.31,Dirty Dirty Dirty
2025-12-04 21:56:31,116.202.115.76:25565,0,20,Paper 1.21.8,168.58,Gammellounge 3.0
